X,year,site,nest,exp,type,laid,hatch,manip,ring,mate_ring,chick1,chick2,chick3,chick4,chick5,chick6,comments,field_sex_focal,field_sex_mate,code,nest.id,year.cr,year.mr,year.code,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,latitude,longitude,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,layingdate,check.estld,first.d.seen,last.d.seen,mol_sex,mol_sex_focal,mol_sex_mate,first.res.bs,last.res.bs,population,captured_focalyear_focal,captured_focalyear_mate,comments_field,comments_stdfile,northing,easting,estimated.hd
505,2015,S,5,NA,NA,NA,NA,NA,CA3934,CA3607,NA,NA,NA,NA,NA,NA,NA,M,F,GX.MX|BX.GX,2015-S-5,2015,2015,NA,15/09/2015,06/11/2015,NA,NA,15/09/2015,15/09/2015,NA,NA,NA,Eggs disappeared,NA,NA,0,3,29/08/2015,14/09/2015,27/09/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/08/2015,NA,15/09/2015,06/11/2015,NA,NA,F,NA,NA,Maio,captured,captured,NA,NA,1675587,261161,NA
506,2015,S,6,NA,NA,NA,NA,NA,CA4019,CA4022,NA,NA,NA,NA,NA,NA,NA,M,F,LX.MX|RX.OX,2015-S-6,2014,2014,NA,15/09/2015,19/11/2015,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,0,3,06/09/2015,14/09/2015,23/09/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/09/2015,NA,15/09/2015,19/11/2015,NA,NA,NA,NA,NA,Maio,unconfirmed,unconfirmed,NA,NA,1675663,261105,NA
507,2015,S,8,NA,NA,NA,NA,NA,CA3666,CA3668,NA,NA,NA,NA,NA,NA,NA,M,F,OX.MX|YX.RX,2015-S-8,2012,2012,NA,14/09/2015,12/10/2015,NA,NA,15/10/2015,15/10/2015,NA,NA,NA,Predated by crows,NA,NA,0,3,06/09/2015,14/09/2015,24/09/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/09/2015,NA,14/09/2015,15/10/2015,NA,NA,NA,NA,NA,Maio,confirmed,confirmed,NA,NA,1676215,260573,NA
508,2007,S,-10,NA,NA,NA,NA,NA,CA1058,CA1059,CA1060,CA1061,NA,NA,NA,NA,NA,F,M,MX.RX|BX.OX,2007-S--10,2007,2007,NA,28/11/2007,31/12/2007,NA,NA,08/11/2007,08/11/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,15/10/2007,24/11/2007,28/11/2007,NA,NA,15/10/2007,28/11/2007,28/11/2007,NA,08/11/2007,TRUE,19.8,6.2,08/11/2007,TRUE,21.3,6.2,NA,NA,NA,NA,21.3,08/11/2007,4.755555556,08/11/2007,09/10/2007,09/10/2007,NA,15/10/2007,31/12/2007,NA,F,M,NA,NA,Maio,yes,yes,NA,NA,NA,NA,03/11/2007
509,2007,S,-12,NA,NA,NA,NA,NA,CA1121,CA1120,CA1122,CA1123,CA1124,NA,NA,NA,NA,F,M,MX.LX|GX.RX,2007-S--12,2012,2007,NA,NA,NA,NA,NA,25/11/2007,25/11/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,25/11/2007,28/11/2007,NA,NA,NA,25/11/2007,28/11/2007,28/11/2007,NA,25/11/2007,TRUE,22.4,7.1,25/11/2007,TRUE,21.6,6.5,25/11/2007,TRUE,21.9,6.3,22.4,25/11/2007,7.2,25/11/2007,23/10/2007,23/10/2007,NA,25/11/2007,28/11/2007,NA,M,NA,NA,NA,Maio,no,yes,NA,NA,NA,NA,17/11/2007
510,2007,S,-13,NA,NA,NA,NA,NA,CA1125,CA1126,CA1127,NA,NA,NA,NA,NA,NA,F,M,MX.OX|RX.YX,2007-S--13,2007,2007,NA,NA,NA,NA,NA,26/11/2007,26/11/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/11/2007,26/11/2007,26/11/2007,NA,26/11/2007,TRUE,22.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,22.2,26/11/2007,6.755555556,26/11/2007,25/10/2007,25/10/2007,NA,26/11/2007,26/11/2007,NA,NA,NA,NA,NA,Maio,yes,yes,NA,NA,NA,NA,19/11/2007
511,2007,S,-2,NA,NA,NA,NA,NA,CA1016,CA1017,XX.XX|BX.XX,XX.XX|BX.XX,XX.XX|BX.XX,NA,NA,NA,NA,F,M,BX.MX|BX.BX,2007-S--2,2007,2007,NA,21/10/2007,13/11/2007,NA,NA,20/10/2007,20/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,14/10/2007,12/11/2007,NA,NA,NA,14/10/2007,12/11/2007,12/11/2007,NA,20/10/2007,TRUE,24.3,10,20/10/2007,TRUE,23.12,9,20/10/2007,TRUE,23.9,10,24.3,20/10/2007,11.42222222,20/10/2007,13/09/2007,13/09/2007,NA,14/10/2007,13/11/2007,NA,F,M,NA,NA,Maio,yes,yes,NA,NA,NA,NA,08/10/2007
512,2007,S,-3,NA,NA,NA,NA,NA,CA1100,NA,CA1020,CA1021,NA,NA,NA,NA,NA,F,M,BX.MX|BX.OX,2007-S--3,2007,2007,NA,NA,NA,NA,NA,22/10/2007,22/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,14/10/2007,27/11/2007,NA,NA,NA,14/10/2007,27/11/2007,27/11/2007,NA,22/10/2007,TRUE,23.16,9,22/10/2007,TRUE,22.74,9,NA,NA,NA,NA,23.16,22/10/2007,8.888888889,22/10/2007,18/09/2007,18/09/2007,NA,14/10/2007,27/11/2007,NA,F,NA,NA,NA,Maio,yes,no,NA,NA,NA,NA,13/10/2007
513,2007,S,-4,NA,NA,NA,NA,NA,CA1022,CA1023,CA1024,CA1025,CA1026,NA,NA,NA,NA,F,M,BX.RX|BX.MX,2007-S--4,2007,2007,NA,NA,NA,NA,NA,22/10/2007,22/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,14/10/2007,21/11/2007,NA,NA,NA,14/10/2007,21/11/2007,21/11/2007,NA,22/10/2007,TRUE,26.32,13.5,22/10/2007,TRUE,26.2,13,22/10/2007,TRUE,27.16,15,27.16,22/10/2007,17.77777778,22/10/2007,09/09/2007,09/09/2007,NA,14/10/2007,21/11/2007,NA,NA,M,NA,NA,Maio,yes,yes,NA,NA,NA,NA,04/10/2007
514,2007,S,-5,NA,NA,NA,NA,NA,CA1027,NA,CA1028,NA,NA,NA,NA,NA,NA,F,M,BX.MX|GX.BX,2007-S--5,2007,2007,NA,NA,NA,NA,NA,22/10/2007,22/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,14/10/2007,22/10/2007,06/11/2007,NA,NA,14/10/2007,06/11/2007,06/11/2007,NA,22/10/2007,TRUE,25.06,9,NA,NA,NA,NA,NA,NA,NA,NA,25.06,22/10/2007,13.11111111,22/10/2007,13/09/2007,13/09/2007,NA,14/10/2007,22/10/2007,NA,F,NA,NA,NA,Maio,yes,no,NA,NA,NA,NA,08/10/2007
515,2007,S,-8,NA,NA,NA,NA,NA,CA1042,CA1041,CA1043,NA,NA,NA,NA,NA,NA,F,M,BX.MX|LX.RX,2007-S--8,2007,2007,NA,NA,NA,NA,NA,24/10/2007,24/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,15/10/2007,24/10/2007,NA,NA,NA,15/10/2007,24/10/2007,24/10/2007,NA,24/10/2007,TRUE,25.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,25.6,24/10/2007,14.31111111,24/10/2007,14/09/2007,14/09/2007,NA,15/10/2007,24/10/2007,NA,F,M,NA,NA,Maio,yes,yes,NA,NA,NA,NA,09/10/2007
516,2007,S,17,NA,NA,NA,NA,NA,CA1030,NA,NA,NA,NA,NA,NA,NA,NA,F,M,BX.MX|LX.GX,2007-S-17,2007,2007,NA,NA,NA,NA,NA,15/10/2007,15/10/2007,NA,NA,NA,NA,NA,NA,NA,3,10/10/2007,15/10/2007,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/10/2007,NA,15/10/2007,15/10/2007,NA,NA,NA,NA,NA,Maio,yes,no,NA,NA,1675954,260886,NA
517,2007,S,21,NA,NA,NA,NA,NA,CA1044,XX.XX|GX.YX,CA1045,CA1046,CA1051,NA,NA,NA,NA,F,M,BX.MX|OX.GX,2007-S-21,2007,2007,NA,NA,NA,NA,NA,18/10/2007,18/10/2007,NA,NA,NA,HATCH,NA,NA,3,3,07/10/2007,18/10/2007,25/10/2007,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,24/10/2007,28/11/2007,NA,NA,NA,24/10/2007,28/11/2007,25/11/2007,28/11/2007,24/10/2007,TRUE,21.02,6,24/10/2007,TRUE,22.18,6,25/10/2007,TRUE,22.3,6.5,22.3,25/10/2007,6.977777778,25/10/2007,23/09/2007,07/10/2007,-13.97777778,18/10/2007,28/11/2007,NA,F,NA,NA,NA,Maio,yes,yes,NA,NA,1677373,260190,18/10/2007
518,2007,S,22,NA,NA,NA,NA,NA,CA1019,NA,NA,NA,NA,NA,NA,NA,NA,F,M,BX.MX|LX.OX,2007-S-22,2007,2007,NA,26/10/2007,06/11/2007,NA,NA,20/10/2007,20/10/2007,NA,NA,NA,NA,NA,NA,NA,2,11/10/2007,19/10/2007,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/10/2007,NA,20/10/2007,06/11/2007,NA,NA,NA,NA,NA,Maio,yes,no,NA,NA,1678162,260266,NA
519,2007,S,23,NA,NA,NA,NA,NA,CA1018,CA1052,CA1053,CA1054,NA,NA,NA,NA,NA,F,M,BX.MX|BX.LX,2007-S-23,2007,2007,NA,NA,NA,NA,NA,21/10/2007,05/11/2007,NA,NA,NA,HATCH,NA,NA,NA,3,11/10/2007,19/10/2007,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,05/11/2007,28/11/2007,NA,NA,NA,05/11/2007,28/11/2007,28/11/2007,NA,05/11/2007,TRUE,23.16,9,05/11/2007,TRUE,22.2,8.8,NA,NA,NA,NA,23.16,05/11/2007,8.888888889,05/11/2007,02/10/2007,11/10/2007,-8.888888889,21/10/2007,28/11/2007,NA,NA,M,NA,NA,Maio,yes,yes,NA,NA,1677532,260195,27/10/2007
520,2007,S,25,NA,NA,NA,NA,NA,CA1029,CA1101,CA1102,CA1103,NA,NA,NA,NA,NA,F,M,BX.MX|GX.GX,2007-S-25,2007,2007,NA,28/11/2007,31/12/2007,NA,NA,22/10/2007,11/11/2007,NA,NA,NA,HATCH,NA,NA,2,3,14/10/2007,22/10/2007,11/11/2007,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,12/11/2007,22/11/2007,NA,NA,NA,12/11/2007,22/11/2007,16/11/2007,22/11/2007,11/11/2007,TRUE,18.4,6.9,11/11/2007,TRUE,19.8,6.7,NA,NA,NA,NA,19.8,11/11/2007,1.422222222,11/11/2007,15/10/2007,14/10/2007,1.577777778,22/10/2007,31/12/2007,NA,F,NA,NA,NA,Maio,yes,yes,NA,NA,1676198,260585,09/11/2007
521,2007,S,26,NA,NA,NA,NA,NA,CA1031,NA,NA,NA,NA,NA,NA,NA,NA,F,M,BX.MX|GX.LX,2007-S-26,2007,2007,NA,13/11/2007,13/11/2007,NA,NA,23/10/2007,23/10/2007,NA,NA,NA,NA,NA,NA,NA,3,29/09/2007,23/10/2007,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,12/11/2007,27/11/2007,NA,NA,NA,12/11/2007,27/11/2007,27/11/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/09/2007,NA,23/10/2007,27/11/2007,NA,F,NA,NA,NA,Maio,yes,no,NA,NA,2375831,261168,NA
522,2007,S,27,NA,NA,NA,NA,NA,CA1040,NA,NA,NA,NA,NA,NA,NA,NA,F,M,BX.MX|LX.BX,2007-S-27,2007,2007,NA,NA,NA,NA,NA,24/10/2007,24/10/2007,NA,NA,NA,PRED,NA,NA,NA,3,23/10/2007,24/10/2007,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/10/2007,NA,24/10/2007,24/10/2007,NA,NA,NA,NA,NA,Maio,yes,no,NA,NA,1678206,260649,NA
523,2007,S,30,NA,NA,NA,NA,NA,CA1062,CA1057,NA,NA,NA,NA,NA,NA,NA,F,M,MX.RX|BX.YX,2007-S-30,2007,2007,NA,22/11/2007,22/11/2007,NA,NA,11/11/2007,11/11/2007,NA,NA,NA,Abandoned,NA,NA,NA,2,27/10/2007,07/11/2007,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/10/2007,NA,11/11/2007,22/11/2007,NA,F,M,NA,NA,Maio,yes,yes,NA,NA,1676327,260511,NA
524,2007,S,31,NA,NA,NA,NA,NA,CA1111,CA1108,CA1112,CA1113,NA,NA,NA,NA,NA,F,M,MX.OX|YX.OX,2007-S-31,2007,2007,NA,28/11/2007,28/11/2007,NA,NA,16/11/2007,16/11/2007,NA,NA,NA,HATCH,NA,NA,2,2,27/10/2007,07/11/2007,17/11/2007,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,18/11/2007,24/11/2007,NA,NA,NA,17/11/2007,24/11/2007,17/11/2007,18/11/2007,17/11/2007,TRUE,19.4,6.8,17/11/2007,TRUE,19.2,6.6,NA,NA,NA,NA,19.4,17/11/2007,0.533333333,17/11/2007,22/10/2007,27/10/2007,-4.533333333,16/11/2007,28/11/2007,NA,NA,NA,NA,NA,Maio,yes,yes,NA,NA,1676429,260506,16/11/2007
525,2007,S,32,NA,NA,NA,NA,NA,CA1104,CA1107,CA1130,CA1131,NA,NA,NA,NA,NA,F,M,MX.OX|GX.OX,2007-S-32,2007,2007,NA,NA,NA,NA,NA,11/11/2007,11/11/2007,NA,NA,NA,HATCH,NA,NA,2,2,31/10/2007,07/11/2007,27/11/2007,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,28/11/2007,01/12/2007,NA,NA,NA,27/11/2007,01/12/2007,01/12/2007,NA,27/11/2007,TRUE,20.7,7.6,27/11/2007,TRUE,20.9,7.3,NA,NA,NA,NA,20.9,27/11/2007,3.866666667,27/11/2007,29/10/2007,31/10/2007,-1.866666667,11/11/2007,01/12/2007,NA,F,M,NA,NA,Maio,yes,yes,NA,NA,1676979,260274,23/11/2007
526,2007,S,33,NA,NA,NA,NA,NA,CA1106,CA1105,CA1128,CA1129,NA,NA,NA,NA,NA,F,M,MX.OX|YX.YX,2007-S-33,2007,2007,NA,NA,NA,NA,NA,12/11/2007,12/11/2007,NA,NA,NA,HATCH,NA,NA,2,2,30/10/2007,07/11/2007,27/11/2007,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,28/11/2007,30/11/2007,NA,NA,NA,27/11/2007,01/12/2007,01/12/2007,NA,27/11/2007,TRUE,20,6.6,27/11/2007,TRUE,19.8,6.8,NA,NA,NA,NA,20,27/11/2007,1.866666667,27/11/2007,31/10/2007,30/10/2007,1.133333333,12/11/2007,30/11/2007,NA,NA,NA,NA,NA,Maio,yes,yes,NA,NA,1676928,260302,25/11/2007
527,2007,S,34,NA,NA,NA,NA,NA,CA1110,CA1114,NA,NA,NA,NA,NA,NA,NA,F,M,MX.OX|YX.RX,2007-S-34,2007,2007,NA,NA,NA,NA,NA,16/11/2007,16/11/2007,NA,NA,NA,NA,NA,NA,NA,2,09/11/2007,11/11/2007,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/11/2007,NA,16/11/2007,16/11/2007,NA,F,M,NA,NA,Maio,yes,yes,NA,NA,1677444,260160,NA
528,2007,S,35,NA,NA,NA,NA,NA,CA1063,CA1119,CA1116,CA1117,CA1118,NA,NA,NA,NA,F,M,MX.RX|GX.BX,2007-S-35,2007,2007,NA,NA,NA,NA,NA,14/11/2007,23/11/2007,NA,NA,NA,HATCH,NA,NA,3,3,02/11/2007,13/11/2007,22/11/2007,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,23/11/2007,28/11/2007,NA,NA,NA,23/11/2007,28/11/2007,28/11/2007,NA,21/11/2007,TRUE,19.9,6.5,21/11/2007,TRUE,19.9,6.1,22/11/2007,TRUE,19.5,6.8,19.9,21/11/2007,1.644444444,21/11/2007,25/10/2007,02/11/2007,-7.644444444,14/11/2007,28/11/2007,NA,F,NA,NA,NA,Maio,yes,yes,NA,NA,1675994,260517,19/11/2007
529,2007,S,6,NA,NA,NA,NA,NA,CA1050,NA,NA,NA,NA,NA,NA,NA,NA,F,M,MX.RX|BX.WX,2007-S-6,2007,2007,NA,24/11/2007,25/11/2007,NA,NA,26/09/2007,26/09/2007,NA,NA,NA,NA,NA,NA,NA,3,27/09/2007,26/09/2007,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/09/2007,NA,26/09/2007,25/11/2007,NA,NA,NA,NA,NA,Maio,yes,no,NA,NA,1676012,260970,NA
530,2008,S,-10,NA,NA,NA,NA,NA,CA1089,NA,CA1088,NA,NA,NA,NA,NA,NA,F,M,MX.OX|LX.RX,2008-S--10,2008,2008,NA,21/10/2008,21/10/2008,NA,NA,29/09/2008,29/09/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,29/09/2008,29/09/2008,NA,NA,NA,29/09/2008,29/09/2008,29/09/2008,NA,29/09/2008,TRUE,21.3,6.2,NA,NA,NA,NA,NA,NA,NA,NA,21.3,29/09/2008,4.755555556,29/09/2008,30/08/2008,30/08/2008,NA,29/09/2008,21/10/2008,NA,F,NA,NA,NA,Maio,yes,no,NA,NA,NA,NA,24/09/2008
531,2008,S,-12,NA,NA,NA,NA,NA,CA1092,CA1093,CA1091,NA,NA,NA,NA,NA,NA,F,M,MX.OX|LX.WX,2008-S--12,2008,2008,NA,13/10/2008,04/11/2008,NA,NA,29/09/2008,29/09/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,29/09/2008,15/10/2008,13/10/2008,NA,NA,29/09/2008,15/10/2008,29/09/2008,13/10/2008,29/09/2008,TRUE,24.7,9,NA,NA,NA,NA,NA,NA,NA,NA,24.7,29/09/2008,12.31111111,29/09/2008,22/08/2008,22/08/2008,NA,29/09/2008,04/11/2008,NA,F,M,NA,NA,Maio,yes,yes,NA,NA,NA,NA,16/09/2008
532,2008,S,-16,NA,NA,NA,NA,NA,CA1142,CA1142,CA1143,CA1144,NA,NA,NA,NA,NA,F,M,MX.OX|LX.YX,2008-S--16,2008,2008,NA,20/10/2008,21/12/2008,NA,NA,01/10/2008,01/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,01/10/2008,22/10/2008,NA,NA,NA,01/10/2008,22/10/2008,13/10/2008,22/10/2008,01/10/2008,TRUE,30.2,16.5,01/10/2008,TRUE,29.2,15.6,NA,NA,NA,NA,30.2,01/10/2008,24.53333333,01/10/2008,12/08/2008,12/08/2008,NA,01/10/2008,21/12/2008,NA,M,M,NA,NA,Maio,no,yes,NA,NA,NA,NA,06/09/2008
533,2008,S,-18,NA,NA,NA,NA,NA,CA1152,CA1152,CA1151,NA,NA,NA,NA,NA,NA,F,M,MX.RX|OX.BX,2008-S--18,2008,2008,NA,NA,NA,NA,NA,03/10/2008,03/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,03/10/2008,13/11/2008,NA,NA,NA,03/10/2008,13/11/2008,03/10/2008,13/11/2008,03/10/2008,TRUE,20.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,20.6,03/10/2008,3.2,03/10/2008,04/09/2008,04/09/2008,NA,03/10/2008,13/11/2008,NA,M,M,NA,NA,Maio,no,yes,NA,NA,NA,NA,29/09/2008
534,2008,S,-19,NA,NA,NA,NA,NA,CA1153,NA,CA1154,CA1155,CA1190,NA,NA,NA,NA,F,M,MX.RX|GX.GX,2008-S--19,2008,2008,NA,NA,NA,NA,NA,04/10/2008,04/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,04/10/2008,13/11/2008,NA,NA,NA,04/10/2008,13/11/2008,13/11/2008,NA,04/10/2008,TRUE,20.3,6.05,04/10/2008,TRUE,20.6,6.6,08/10/2008,TRUE,20.4,5.8,20.6,04/10/2008,3.2,04/10/2008,05/09/2008,05/09/2008,NA,04/10/2008,13/11/2008,NA,F,NA,NA,NA,Maio,yes,no,NA,NA,NA,NA,30/09/2008
535,2008,S,-20,NA,NA,NA,NA,NA,CA1157,CA1159,CA1156,CA1158,NA,NA,NA,NA,NA,F,M,MX.RX|GX.LX,2008-S--20,2008,2008,NA,30/11/2008,30/11/2008,NA,NA,04/10/2008,04/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,04/10/2008,07/10/2008,NA,NA,NA,04/10/2008,07/10/2008,07/10/2008,NA,04/10/2008,TRUE,20.3,6,04/10/2008,TRUE,19.6,5.9,NA,NA,NA,NA,20.3,04/10/2008,2.533333333,04/10/2008,06/09/2008,06/09/2008,NA,04/10/2008,30/11/2008,NA,NA,M,NA,NA,Maio,yes,yes,NA,NA,NA,NA,01/10/2008
536,2008,S,-23,NA,NA,NA,NA,NA,CA1604,MX.RX|LX.LX,NA,NA,NA,NA,NA,NA,NA,F,M,MX.RX|LX.GX,2008-S--23,2009,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,05/10/2008,07/11/2008,NA,NA,NA,05/10/2008,07/11/2008,06/10/2008,07/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/10/2008,07/11/2008,NA,NA,NA,NA,NA,Maio,no,no,NA,NA,NA,NA,NA
537,2008,S,-25,NA,NA,NA,NA,NA,CA1169,CA1121,CA1171,CA1172,CA1173,NA,NA,NA,NA,F,M,MX.RX|LX.OX,2008-S--25,2008,2008,NA,22/10/2008,22/10/2008,NA,NA,06/10/2008,06/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,18/10/2008,01/11/2008,NA,NA,NA,18/10/2008,01/11/2008,NA,18/10/2008,06/10/2008,TRUE,21.8,6.4,06/10/2008,TRUE,20.3,5.8,06/10/2008,TRUE,21.7,6.5,21.8,06/10/2008,5.866666667,06/10/2008,05/09/2008,05/09/2008,NA,06/10/2008,01/11/2008,NA,F,M,NA,NA,Maio,yes,yes,NA,NA,NA,NA,30/09/2008
538,2008,S,-26,NA,NA,NA,NA,NA,CA1177,CA1176,CA1175,NA,NA,NA,NA,NA,NA,F,M,MX.RX|LX.WX,2008-S--26,2008,2008,NA,NA,NA,NA,NA,07/10/2008,07/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,07/10/2008,27/10/2008,NA,NA,NA,07/10/2008,27/10/2008,07/10/2008,24/10/2008,07/10/2008,TRUE,22.2,6.6,NA,NA,NA,NA,NA,NA,NA,NA,22.2,07/10/2008,6.755555556,07/10/2008,05/09/2008,05/09/2008,NA,07/10/2008,27/10/2008,NA,F,M,NA,NA,Maio,yes,yes,NA,NA,NA,NA,30/09/2008
539,2008,S,-27,NA,NA,NA,NA,NA,CA1182,CA1180,CA1179,NA,NA,NA,NA,NA,NA,F,M,MX.RX|OX.WX,2008-S--27,2008,2008,NA,25/10/2008,07/11/2008,NA,NA,08/10/2008,08/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,08/10/2008,17/10/2008,NA,NA,NA,08/10/2008,17/10/2008,08/10/2008,16/10/2008,08/10/2008,TRUE,21.8,6,NA,NA,NA,NA,NA,NA,NA,NA,21.8,08/10/2008,5.866666667,08/10/2008,07/09/2008,07/09/2008,NA,08/10/2008,07/11/2008,NA,F,M,NA,NA,Maio,yes,yes,NA,NA,NA,NA,02/10/2008
